Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
3.0,No,4.0,7.0,No,5.0,6.0,Extrovert
2.0,No,5.0,4.0,No,8.0,7.0,Extrovert
11.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
5.0,Yes,1.0,3.0,Yes,1.0,0.0,Introvert
0.0,No,5.0,4.0,No,5.0,3.0,Extrovert
9.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
5.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert
0.0,No,5.0,3.0,No,9.0,9.0,Extrovert
8.0,Yes,2.0,1.0,Yes,1.0,2.0,Introvert
6.0,Yes,2.0,0.0,Yes,1.0,2.0,Introvert
0.0,No,9.0,3.0,No,10.0,3.564726631393298,Extrovert
9.0,Yes,2.0,1.0,Yes,2.0,0.0,Introvert
4.0,Yes,2.0,0.0,Yes,2.0,0.0,Introvert
3.0,No,9.0,3.0,No,8.0,4.0,Extrovert
1.0,No,9.0,4.0,No,5.0,8.0,Extrovert
4.505816002819881,No,9.0,5.0,No,10.0,3.0,Extrovert
5.36161585253923,Yes,1.891055622248936,0.2786999238448002,Yes,2.138050862028715,8.131903380822626,Introvert
2.0,No,6.0,7.0,No,9.0,5.0,Introvert
9.0,Yes,3.0,0.0,Yes,1.0,2.0,Introvert
4.0,Yes,0.0,2.0,Yes,3.0,2.0,Introvert
10.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert
4.0,No,0.0,2.0,Yes,5.0,0.0,Introvert
0.0,No,6.0,4.0,No,7.0,5.0,Extrovert
10.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert
3.0,No,3.0,6.0,No,7.0,8.0,Extrovert
7.0,Yes,2.0,1.0,Yes,0.0,3.564726631393298,Introvert
9.0,Yes,3.0,0.0,Yes,4.0,1.0,Introvert
2.52368825303211,Yes,6.985982497316442,2.411205405133504,Yes,8.088279424045925,5.464134435635764,Introvert
0.0,No,4.0,4.0,No,8.0,8.0,Extrovert
8.0,Yes,2.0,0.0,Yes,1.0,1.0,Extrovert
7.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert
1.0,No,7.0,5.0,No,10.0,5.0,Extrovert
7.0,Yes,3.0,0.0,Yes,3.0,0.0,Extrovert
0.0,No,6.0,6.0,No,8.0,7.0,Extrovert
1.0,No,9.0,4.0,No,10.0,6.0,Extrovert
0.0,No,9.0,4.0,No,12.0,3.564726631393298,Extrovert
2.0,No,4.0,7.0,No,4.0,8.0,Extrovert
2.0,No,7.0,4.0,No,7.0,7.0,Extrovert
7.0,Yes,0.0,2.0,Yes,3.0,2.0,Introvert
7.0,Yes,3.0,2.0,Yes,3.0,1.0,Introvert
2.0,No,8.0,5.0,No,8.0,5.0,Extrovert
2.0,No,7.0,7.0,No,11.0,3.0,Extrovert
3.0,No,6.0,3.0,No,6.0,5.0,Extrovert
4.505816002819881,Yes,0.0,1.0,Yes,3.0,1.0,Introvert
4.505816002819881,No,9.0,6.0,No,8.0,8.0,Extrovert
7.0,Yes,2.0,1.0,Yes,1.0,2.0,Introvert
0.0,No,7.0,7.0,No,7.0,5.0,Extrovert
1.0,No,4.0,3.0,No,12.0,7.0,Extrovert
4.0,Yes,2.0,1.0,No,3.0,0.0,Introvert
1.0,No,6.0,6.0,No,12.0,4.0,Extrovert
1.0,No,8.0,5.0,No,11.0,7.0,Extrovert
3.0,No,9.0,6.0,No,9.0,7.0,Extrovert
9.516975260822168,No,4.6843021929004856,3.7011810051214047,Yes,3.649216055780877,2.4984690869136057,Introvert
1.0,No,6.0,4.0,No,12.0,8.0,Extrovert
3.0,No,7.0,5.0,No,6.0,4.0,Extrovert
0.0,No,4.0,4.0,No,5.0,5.0,Extrovert
3.0,No,7.0,6.0,No,9.0,4.0,Extrovert
1.0,No,7.0,5.0,No,6.0,3.0,Extrovert
3.0,No,8.0,5.0,No,11.0,6.0,Extrovert
1.0,No,3.963354474982382,4.0,No,10.0,7.0,Extrovert
3.0,No,5.0,4.0,No,11.0,8.0,Extrovert
0.0,No,5.0,4.0,No,12.0,3.0,Extrovert
10.0,Yes,2.0,0.0,Yes,2.0,0.0,Extrovert
9.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert
1.0,No,6.0,6.0,No,6.0,8.0,Extrovert
2.0,No,6.0,4.0,No,5.0,9.0,Extrovert
6.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert
3.0,No,9.0,6.0,No,5.0,7.0,Extrovert
11.0,Yes,1.0,2.0,Yes,4.0,2.0,Introvert
7.0,Yes,2.0,0.0,Yes,1.0,0.0,Introvert
4.293844510184892,Yes,0.4502663487864826,4.273610620161554,Yes,3.705929658268319,5.129989937439344,Introvert
0.0,No,8.0,6.0,No,11.0,9.0,Extrovert
7.0,Yes,0.0,0.0,Yes,5.0,1.0,Introvert
3.0,No,8.0,6.0,No,15.0,5.0,Extrovert
11.0,Yes,1.0,0.0,Yes,3.0,2.0,Introvert
2.0,No,8.0,5.0,No,13.0,7.0,Introvert
10.81049129749744,Yes,6.002204110050389,0.1213812023686649,Yes,0.5074957344599944,3.1444037141886296,Introvert
8.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert
4.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert
11.0,Yes,2.0,1.0,Yes,0.0,1.0,Introvert
11.0,Yes,2.0,2.0,Yes,5.0,1.0,Introvert
3.0,No,4.0,4.0,No,14.0,3.0,Extrovert
9.068092429304428,Yes,6.909783020276922,3.0855677061432494,Yes,10.2240616664509,0.4102939135659963,Introvert
2.0,No,5.0,4.0,No,5.0,9.0,Extrovert
1.0,No,4.0,4.0,No,10.0,6.0,Extrovert
2.089428568140768,Yes,6.316171312913612,5.261473837641528,Yes,3.42599663878135,7.692954144073758,Introvert
3.0,No,6.0,4.0,No,5.0,6.0,Extrovert
3.0,No,7.0,3.0,No,12.0,6.0,Extrovert
6.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
2.0,No,7.0,3.0,No,12.0,7.0,Extrovert
1.0,No,4.0,6.0,No,11.0,6.0,Extrovert
8.0,No,0.0,0.0,Yes,1.0,0.0,Introvert
9.902632412934285,Yes,7.496177697860703,1.3447561469123408,Yes,5.658202468355454,2.8336956259164325,Introvert
2.0,No,9.0,6.0,No,7.0,3.0,Extrovert
10.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
6.0,Yes,0.0,0.0,Yes,1.0,0.0,Introvert
1.0,No,8.0,3.0,No,8.0,4.0,Extrovert
4.0,Yes,3.0,2.0,Yes,0.0,0.0,Introvert
0.0,No,4.0,7.0,No,13.0,4.0,Extrovert
10.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert
0.0,No,5.0,6.0,No,12.0,4.0,Extrovert
3.0,No,4.0,5.0,No,10.0,6.0,Extrovert
5.0,Yes,3.0,1.0,Yes,4.0,2.0,Introvert
5.033520383624467,Yes,5.001135664114003,1.2522226703304322,Yes,13.245470168831863,5.737339684473948,Introvert
9.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
10.0,Yes,2.0,1.0,Yes,1.0,0.0,Introvert
7.174460544354776,Yes,0.57574750880575,0.2856996115550206,Yes,4.636576855339341,5.341080336540855,Introvert
0.0,No,8.0,4.0,No,14.0,8.0,Extrovert
0.0,No,5.0,3.0,No,14.0,4.0,Extrovert
1.0,No,8.0,3.0,No,7.0,3.0,Extrovert
7.0,Yes,0.0,0.0,Yes,1.0,0.0,Introvert
9.0,Yes,2.0,0.0,Yes,2.0,1.0,Extrovert
0.0,No,5.0,4.0,No,12.0,6.0,Extrovert
8.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert
0.0,No,4.0,5.0,No,13.0,9.0,Extrovert
2.0,No,9.0,3.0,No,12.0,5.0,Extrovert
4.315239349322425,Yes,2.577312392767237,3.237992218184657,Yes,3.947101728092992,8.783582559296514,Introvert
3.0,No,6.0,7.0,No,12.0,4.0,Extrovert
1.0,No,7.0,3.0,No,8.0,5.0,Extrovert
0.0,No,7.0,7.0,No,11.0,6.0,Introvert
8.004988807101025,Yes,7.1955553275593385,3.116005106824715,No,5.205702690265575,5.251062358642861,Introvert
6.0,Yes,1.0,0.0,No,5.0,2.0,Introvert
7.0,Yes,2.0,2.0,Yes,0.0,1.0,Introvert
11.0,No,2.0,1.0,Yes,2.0,1.0,Introvert
7.0,Yes,1.0,0.0,Yes,5.0,2.0,Introvert
0.0,No,6.0,4.0,No,10.0,7.0,Extrovert
8.0,Yes,3.0,0.0,Yes,5.0,3.564726631393298,Introvert
3.0,No,8.0,5.0,No,10.0,4.0,Extrovert
2.0,No,9.0,5.0,No,9.0,9.0,Extrovert
10.39730291149448,Yes,0.5412365771249832,6.83085562328842,Yes,10.891060781073923,7.98218296864366,Introvert
10.064454538774427,Yes,6.897378395727363,0.2961260319462934,Yes,4.531347159858696,5.452345981258439,Introvert
8.0,Yes,0.0,3.0,Yes,5.0,2.0,Introvert
4.0,No,10.0,7.0,No,8.0,10.0,Extrovert
1.0,No,5.0,6.0,No,11.0,5.0,Extrovert
0.0,No,8.0,5.0,No,5.0,8.0,Extrovert
2.0,No,7.0,4.0,No,12.0,7.0,Introvert
9.0,Yes,1.0,0.0,Yes,4.0,1.0,Introvert
9.661115443585224,Yes,4.728279961527896,3.4987914416220574,Yes,2.6349879719706006,6.295869541939416,Introvert
5.0,Yes,0.0,2.0,Yes,5.0,1.0,Introvert
0.0,No,6.0,5.0,No,13.0,8.0,Introvert
10.0,Yes,0.0,1.0,Yes,2.0,1.0,Introvert
8.0,Yes,0.0,2.0,Yes,1.0,1.0,Introvert
1.0,No,4.0,7.0,No,10.0,7.0,Extrovert
0.0,No,4.0,6.0,No,8.0,3.0,Extrovert
3.0,No,9.0,6.0,No,15.0,6.0,Extrovert
0.0,No,8.0,3.0,No,11.0,4.0,Extrovert
3.0,No,6.0,3.0,No,15.0,3.564726631393298,Extrovert
1.0,No,5.0,7.0,No,12.0,3.0,Extrovert
9.0,Yes,1.0,1.0,Yes,0.0,1.0,Introvert
5.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
5.0,No,2.0,1.0,Yes,3.0,1.0,Introvert
6.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
7.0,Yes,0.0,0.0,Yes,5.0,2.0,Introvert
6.0,Yes,1.0,1.0,Yes,5.0,2.0,Introvert
1.0,No,6.0,5.0,No,6.0,6.0,Extrovert
10.0,Yes,0.0,0.0,No,2.0,0.0,Introvert
2.0,No,8.0,6.0,No,10.0,6.0,Extrovert
8.0,Yes,1.0,1.0,Yes,3.0,0.0,Introvert
1.0,No,8.0,6.0,No,12.0,5.0,Extrovert
7.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
0.0,No,7.0,6.0,No,14.0,7.0,Introvert
2.0,No,9.0,6.0,No,10.0,6.0,Introvert
9.0,Yes,3.963354474982382,2.0,Yes,4.0,1.0,Introvert
1.0,No,5.0,7.0,No,9.0,7.0,Extrovert
4.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert
9.0,Yes,2.0,0.0,Yes,1.0,0.0,Extrovert
3.0,No,7.0,6.0,No,8.0,5.0,Extrovert
0.0,No,6.0,4.0,No,14.0,9.0,Extrovert
0.0,No,9.0,6.0,No,11.0,5.0,Extrovert
10.0,Yes,1.0,3.0,Yes,2.0,2.0,Introvert
1.0,No,8.0,6.0,No,10.0,4.0,Extrovert
5.0,Yes,1.0,2.0,Yes,4.0,2.0,Introvert
9.0,Yes,3.0,2.0,Yes,4.0,0.0,Extrovert
9.0,Yes,2.0,1.0,Yes,0.0,2.0,Introvert
8.0,Yes,3.0,3.0,No,2.0,0.0,Introvert
0.0,No,8.0,7.0,No,11.0,7.0,Introvert
8.0,No,3.0,3.0,Yes,5.0,0.0,Introvert
2.0,No,4.0,4.0,No,6.0,4.0,Extrovert
1.0,No,4.0,5.0,No,6.268862911795962,10.0,Extrovert
0.0,No,5.0,4.0,No,13.0,7.0,Extrovert
0.0,No,7.0,5.0,No,10.0,4.0,Extrovert
1.0,No,7.0,3.0,No,7.0,4.0,Extrovert
10.0,Yes,2.0,2.0,Yes,1.0,0.0,Introvert
8.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
9.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert
0.0,No,8.0,6.0,No,11.0,4.0,Extrovert
2.0,No,6.0,4.0,No,12.0,10.0,Extrovert
2.0,No,6.0,7.0,No,12.0,6.0,Extrovert
2.0,No,5.0,3.0,No,13.0,4.0,Extrovert
3.0,No,9.0,4.0,No,8.0,8.0,Extrovert
7.0,Yes,3.0,2.0,Yes,1.0,0.0,Introvert
9.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
8.0,Yes,0.0,0.0,Yes,1.0,2.0,Extrovert
1.0,No,4.0,6.0,No,5.0,3.0,Extrovert
9.0,Yes,0.0,0.0,Yes,2.0,1.0,Extrovert
11.0,Yes,1.0,2.0,Yes,4.0,0.0,Introvert
4.0,Yes,2.0,1.0,Yes,3.0,2.0,Introvert
11.0,Yes,3.0,1.0,Yes,6.268862911795962,2.0,Introvert
11.0,Yes,3.0,0.0,Yes,0.0,1.0,Introvert
8.646948773458854,No,0.0153156857680927,5.066080846959191,Yes,1.0517833428886243,5.886706752234255,Introvert
0.0,No,5.0,5.0,No,10.0,3.0,Extrovert
0.0,No,4.0,4.0,No,14.0,8.0,Extrovert
1.0,No,3.963354474982382,7.0,No,14.0,3.0,Extrovert
1.0,No,9.0,4.0,No,12.0,4.0,Extrovert
0.0,No,6.0,3.0,No,7.0,5.0,Extrovert
4.505816002819881,No,9.0,4.0,No,7.0,5.0,Extrovert
6.0,Yes,3.0,2.0,Yes,4.0,2.0,Introvert
7.0,Yes,3.963354474982382,1.0,Yes,0.0,2.0,Introvert
1.2804791266065845,Yes,8.935722258064834,1.437934204828068,Yes,13.140521828253046,0.7739732366363304,Introvert
6.0,Yes,3.0,1.0,Yes,2.0,0.0,Introvert
7.0,Yes,2.0,1.0,Yes,1.0,0.0,Extrovert
5.0,Yes,1.0,1.0,Yes,4.0,3.564726631393298,Introvert
7.904429556650918,Yes,8.968194751013709,0.2132011008771148,Yes,0.5816500292253517,7.174175428982937,Introvert
10.0,Yes,2.0,0.0,Yes,3.0,1.0,Extrovert
5.0,Yes,3.0,1.0,Yes,1.0,2.0,Introvert
2.0,No,5.0,7.0,No,12.0,9.0,Extrovert
6.298043131423386,Yes,6.31450569104904,4.435702301984569,Yes,2.7989478588207377,5.174291117197198,Introvert
0.0,No,6.0,5.0,No,14.0,3.0,Extrovert
10.0,Yes,1.0,2.0,Yes,4.0,2.0,Introvert
2.0,No,9.0,5.0,No,13.0,7.0,Introvert
1.0,No,5.0,3.0,No,5.0,5.0,Extrovert
8.777981800539669,Yes,4.348803923112225,0.1022330981519142,Yes,0.7435764455907827,1.4930517312699785,Introvert
10.0,Yes,1.0,1.0,Yes,2.0,2.0,Introvert
1.0,No,7.0,4.0,No,9.0,6.0,Extrovert
0.0,No,8.0,5.0,No,10.0,5.0,Extrovert
3.0,No,9.0,5.0,No,7.0,4.0,Extrovert
4.505816002819881,Yes,3.0,1.0,Yes,4.0,2.0,Introvert
10.0,Yes,3.0,0.0,Yes,0.0,1.0,Introvert
8.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert
7.0,Yes,3.0,0.0,Yes,4.0,1.0,Introvert
5.0,Yes,2.0,1.0,Yes,1.0,1.0,Introvert
4.505816002819881,No,9.0,5.0,No,9.0,6.0,Extrovert
0.0,No,5.0,5.0,No,14.0,5.0,Extrovert
9.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
8.0,Yes,0.0,1.0,Yes,1.0,2.0,Introvert
0.0,No,5.0,6.0,No,9.0,7.0,Extrovert
9.0,No,2.0,0.0,Yes,4.0,2.0,Introvert
2.0,No,4.0,5.0,No,14.0,8.0,Extrovert
0.0,No,4.0,3.0,No,5.0,4.0,Extrovert
0.0,No,7.0,4.0,No,11.0,4.0,Extrovert
1.0,No,8.0,7.0,No,14.0,6.0,Introvert
8.660782802800506,Yes,6.734289448022277,1.526269621409504,Yes,5.711714813926798,1.550033191563664,Introvert
3.0,No,5.0,7.0,No,11.0,3.0,Introvert
2.0,No,6.0,4.0,No,13.0,5.0,Extrovert
2.0,No,4.0,5.0,No,13.0,4.0,Extrovert
0.0,No,6.0,5.0,No,4.0,9.0,Extrovert
4.0,No,9.0,3.0,No,7.0,7.0,Extrovert
3.0,No,6.0,7.0,No,11.0,3.564726631393298,Extrovert
3.0,No,6.0,4.0,No,11.0,9.0,Extrovert
0.0,No,9.0,6.0,No,7.0,6.0,Extrovert
1.0,No,8.0,4.0,No,10.0,4.0,Extrovert
5.0,Yes,2.0,2.0,Yes,1.0,1.0,Introvert
6.0,Yes,0.0,0.0,Yes,2.0,3.0,Introvert
0.0,No,7.0,7.0,No,9.0,8.0,Extrovert
0.0,No,4.0,3.0,No,10.0,5.0,Extrovert
4.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert
1.0,No,5.0,5.0,No,10.0,6.0,Extrovert
1.0,No,9.0,5.0,No,14.0,9.0,Introvert
2.0,No,6.0,4.0,No,6.0,9.0,Extrovert
11.0,Yes,1.0,3.0,Yes,4.0,2.0,Introvert
2.0,No,9.0,3.0,No,14.0,7.0,Extrovert
2.0,No,9.0,4.0,No,11.0,7.0,Extrovert
2.2372752277876677,Yes,8.303877295474464,3.0618791940239496,Yes,0.9538129881509254,0.7862266345113881,Introvert
1.0,No,7.0,6.0,No,13.0,6.0,Extrovert
0.1950350313676468,Yes,0.5367210302846306,6.959758176491979,Yes,7.309050957301702,4.354724003513615,Introvert
4.505816002819881,Yes,2.0,2.0,Yes,5.0,2.0,Introvert
0.0,No,3.963354474982382,5.0,No,9.0,6.0,Extrovert
3.0,No,8.0,4.0,No,9.0,8.0,Extrovert
3.0,No,5.0,4.0,No,8.0,9.0,Extrovert
1.0,No,9.0,6.0,No,10.0,9.0,Extrovert
2.0,No,4.0,4.0,No,10.0,5.0,Extrovert
5.850058435524074,Yes,0.2657412631854975,5.335960076869103,Yes,6.193170372172354,8.104500718590314,Introvert
2.0,No,5.0,4.0,No,13.0,6.0,Extrovert
3.0,No,8.0,6.0,No,7.0,6.0,Extrovert
3.0,No,4.0,7.0,No,7.0,7.0,Extrovert
4.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
9.0,Yes,2.0,2.0,Yes,5.0,2.0,Introvert
0.0,No,4.0,4.0,No,12.0,5.0,Extrovert
2.0,No,6.0,7.0,No,7.0,8.0,Extrovert
9.0,Yes,3.0,0.0,Yes,2.0,0.0,Introvert
7.0,Yes,2.0,1.0,Yes,6.268862911795962,1.0,Introvert
3.0,No,4.0,6.0,No,9.0,8.0,Extrovert
5.0,Yes,2.0,0.0,Yes,1.0,1.0,Introvert
8.0,Yes,0.0,1.0,Yes,1.0,1.0,Introvert
8.562353733791687,Yes,2.1244782719784903,6.3490333762858375,Yes,6.207243044496459,4.823820615959859,Introvert
0.0,No,6.0,5.0,No,11.0,8.0,Extrovert
3.0,No,9.0,3.0,No,5.0,3.0,Extrovert
2.49732260591862,Yes,7.075507196965167,2.97533475987492,Yes,1.0337194371578342,4.282886469477598,Introvert
8.0,Yes,0.0,0.0,Yes,2.0,1.0,Extrovert
1.0,No,6.0,6.0,No,14.0,6.0,Extrovert
2.7943770655795017,Yes,6.774739444069441,2.245824446284082,Yes,10.0204322741237,4.223446707125231,Introvert
3.0,No,10.0,4.0,No,10.0,5.0,Extrovert
4.0,Yes,0.0,2.0,Yes,5.0,2.0,Introvert
9.0,Yes,3.963354474982382,0.0,Yes,4.0,0.0,Introvert
7.0,Yes,3.963354474982382,0.0,Yes,1.0,2.0,Introvert
4.505816002819881,Yes,2.0,1.0,Yes,2.0,2.0,Introvert
0.0,No,6.0,5.0,No,9.0,6.0,Extrovert
3.0,No,6.0,4.0,No,8.0,10.0,Extrovert
6.009387265022357,Yes,2.6812319164988168,6.5799088596165065,Yes,6.343030309941563,6.311718592867844,Introvert
5.0,Yes,0.0,2.0,Yes,5.0,2.0,Introvert
10.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
0.0,No,5.0,5.0,No,6.268862911795962,4.0,Extrovert
4.0,Yes,2.0,2.0,Yes,5.0,1.0,Introvert
1.0,No,5.0,5.0,No,11.0,6.0,Extrovert
1.0,No,9.0,6.0,No,13.0,7.0,Extrovert
7.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert
7.0,Yes,3.0,0.0,Yes,1.0,1.0,Introvert
1.0,No,5.0,6.0,No,10.0,4.0,Extrovert
0.0,No,6.0,7.0,No,12.0,3.0,Extrovert
2.0,No,8.0,6.0,No,15.0,7.0,Extrovert
0.0,No,7.0,3.0,No,12.0,7.0,Extrovert
4.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
2.0,No,4.0,4.0,No,8.0,7.0,Extrovert
4.0,Yes,1.0,0.0,Yes,0.0,2.0,Introvert
1.0,No,4.0,4.0,No,10.0,3.564726631393298,Extrovert
2.0,No,6.0,4.0,No,9.0,5.0,Extrovert
4.0,Yes,0.0,0.0,Yes,5.0,1.0,Introvert
4.0,No,7.0,7.0,No,7.0,9.0,Extrovert
4.505816002819881,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
4.0,Yes,3.0,2.0,Yes,2.0,0.0,Introvert
10.0,Yes,3.0,1.0,Yes,1.0,0.0,Introvert
1.0,No,5.0,4.0,No,11.0,7.0,Extrovert
7.0,Yes,1.0,2.0,Yes,3.0,1.0,Introvert
3.0,No,8.0,5.0,No,13.0,8.0,Extrovert
6.0,Yes,0.0,0.0,Yes,0.0,1.0,Introvert
1.0,No,3.963354474982382,4.0,No,8.0,4.0,Extrovert
3.0,No,4.0,5.0,No,6.0,6.0,Extrovert
2.0,No,5.0,3.0,No,12.0,3.0,Extrovert
9.0,Yes,3.0,1.0,Yes,2.0,2.0,Introvert
0.0,No,8.0,7.0,No,13.0,9.0,Introvert
3.0,No,5.0,5.0,No,4.0,3.0,Extrovert
0.0,No,7.0,3.0,No,8.0,7.0,Extrovert
0.0,No,6.0,7.0,No,8.0,7.0,Extrovert
0.0,No,4.0,6.0,No,9.0,7.0,Extrovert
1.0,No,9.0,4.0,No,9.0,8.0,Extrovert
7.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert
7.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
2.0,No,9.0,6.0,No,11.0,7.0,Extrovert
6.0,Yes,1.0,2.0,Yes,5.0,0.0,Extrovert
2.0,No,7.0,6.0,No,9.0,7.0,Extrovert
5.0,Yes,3.0,1.0,Yes,2.0,1.0,Introvert
1.0,No,4.0,7.0,No,7.0,7.0,Extrovert
8.0,Yes,0.0,1.0,Yes,3.0,2.0,Introvert
1.0,No,7.0,7.0,No,14.0,4.0,Extrovert
2.0,No,8.0,3.0,No,15.0,7.0,Extrovert
7.0,Yes,1.0,1.0,Yes,5.0,2.0,Introvert
2.0,No,8.0,6.0,No,13.0,10.0,Extrovert
0.1116623183478842,Yes,2.6918834041817727,6.782697779948298,Yes,13.043551951965174,8.463159865343098,Introvert
3.0,No,8.0,4.0,No,15.0,4.0,Extrovert
7.630730768722665,Yes,3.4740410930668637,1.111411060062817,Yes,12.04391030825441,1.113305370358777,Introvert
10.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
2.0,No,8.0,7.0,No,15.0,6.0,Extrovert
6.998652071505706,Yes,8.490896094000377,3.033250443353976,No,2.2545979134413057,5.402049297093976,Introvert
4.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
0.0,No,8.0,6.0,No,7.0,8.0,Extrovert
2.0,No,4.0,5.0,No,10.0,9.0,Extrovert
9.0,No,0.0,2.0,Yes,3.0,0.0,Introvert
8.612975998023693,Yes,7.369110104078935,5.822576091008658,Yes,3.137208413310391,1.823548814234517,Introvert
11.0,Yes,2.0,1.0,Yes,0.0,0.0,Introvert
8.117187064105686,Yes,4.81215300141734,3.0336673692171825,Yes,4.8805799949323285,3.519411803118621,Introvert
11.0,Yes,0.0,0.0,Yes,2.0,2.0,Extrovert
2.0,No,7.0,4.0,No,4.0,8.0,Extrovert
0.0,No,5.0,5.0,No,6.0,6.0,Extrovert
0.9267634761286302,Yes,1.233229263733037,5.633485062454983,Yes,4.624429039701399,6.26694572089812,Introvert
0.0,No,6.0,6.0,No,15.0,9.0,Extrovert
2.0,No,4.0,5.0,No,7.0,3.0,Extrovert
2.0,No,7.0,3.0,No,8.0,4.0,Extrovert
10.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
4.0,Yes,1.0,2.0,Yes,2.0,1.0,Introvert
7.0,Yes,2.0,2.0,Yes,3.0,0.0,Introvert
3.0,No,8.0,5.0,No,6.268862911795962,8.0,Extrovert
7.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
8.0,Yes,2.0,0.0,Yes,1.0,2.0,Introvert
1.0,No,8.0,3.0,No,12.0,9.0,Extrovert
3.0,No,7.0,4.0,No,6.0,6.0,Extrovert
2.0,No,3.963354474982382,4.0,No,15.0,3.0,Extrovert
3.214505279159177,Yes,8.558612882988864,3.3320740620366083,Yes,1.9415991141663265,7.525294741349529,Introvert
2.0,No,7.0,3.0,No,6.268862911795962,9.0,Extrovert
7.0,Yes,2.0,1.0,Yes,5.0,2.0,Introvert
10.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
1.0,No,5.0,4.0,No,7.0,6.0,Extrovert
8.0,Yes,3.0,2.0,Yes,1.0,2.0,Introvert
10.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
3.0,No,3.0,6.0,No,6.0,5.0,Extrovert
2.0,No,6.0,4.0,No,10.0,4.0,Extrovert
3.0,No,5.0,5.0,No,6.0,7.0,Extrovert
0.0,No,4.0,4.0,No,14.0,7.0,Extrovert
9.0,No,3.0,1.0,Yes,5.0,1.0,Introvert
3.0,No,8.0,4.0,No,10.0,7.0,Extrovert
8.0,Yes,2.0,2.0,Yes,2.0,0.0,Extrovert
3.0,No,5.0,6.0,No,12.0,3.564726631393298,Extrovert
1.0,No,4.0,3.0,No,15.0,3.0,Extrovert
9.78087539414516,Yes,4.994017761896121,2.8869844534109896,Yes,2.380924627595002,0.65618439326245,Introvert
8.0,No,3.0,2.0,Yes,4.0,2.0,Introvert
11.0,Yes,1.0,0.0,Yes,3.0,1.0,Introvert
1.0,No,7.0,6.0,No,6.268862911795962,8.0,Extrovert
5.0,Yes,1.0,2.0,Yes,1.0,1.0,Introvert
3.0,No,8.0,5.0,No,10.0,3.564726631393298,Extrovert
1.0,No,9.0,5.0,No,10.0,5.0,Extrovert
7.0,Yes,1.0,1.0,Yes,1.0,1.0,Introvert
10.719396101696567,Yes,5.117225744013488,2.204345625525764,Yes,13.467344558347763,0.1072695332903733,Introvert
2.0,No,7.0,4.0,No,10.0,7.0,Extrovert
4.0,Yes,1.0,0.0,Yes,3.0,1.0,Introvert
11.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
3.0,No,8.0,6.0,No,11.0,3.0,Extrovert
1.0,No,6.0,3.0,No,9.0,7.0,Extrovert
3.0,No,7.0,3.0,No,7.0,8.0,Extrovert
5.0,Yes,0.0,0.0,Yes,4.0,2.0,Introvert
4.0,No,4.0,7.0,No,15.0,8.0,Extrovert
9.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert
1.0,No,4.0,6.0,No,6.268862911795962,3.0,Extrovert
5.0,Yes,0.0,0.0,No,5.0,1.0,Introvert
5.0,Yes,2.0,3.0,Yes,4.0,3.564726631393298,Introvert
0.0,No,7.0,7.0,No,9.0,3.0,Extrovert
